uid,image,group,gingiva_mask_iou,gingiva_boundary_iou,gingiva_n_columns_gt,gingiva_n_columns_pred,gingiva_n_columns_both,gingiva_columns_missed_frac,gingiva_columns_spurious_frac,gingiva_top_edge_mae_px,gingiva_top_edge_median_px,gingiva_top_edge_bias_px,gingiva_bottom_edge_mae_px,gingiva_bottom_edge_median_px,gingiva_bottom_edge_bias_px,gingiva_thickness_mae_px,lip_mask_iou,lip_boundary_iou
high/IMG_3858-_jpg,IMG_3858-_jpg,high,0.8503693802720228,0.44296342219466833,863,865,863,0.0,0.0023121387283236996,4.090382387022016,4.0,-0.21552723059096177,5.6871378910776365,4.0,3.9165701042873695,7.490150637311704,0.8282738030378974,0.20649957519116396
high/IMG_6399-_jpg,IMG_6399-_jpg,high,0.9243950130847717,0.4207292447931691,954,924,924,0.031446540880503145,0.0,4.115800865800866,4.0,3.9296536796536796,6.2435064935064934,4.0,-1.4902597402597402,7.04978354978355,0.7924848942598187,0.3812056322189162
high/IMG_6460-_jpg,IMG_6460-_jpg,high,0.8107091648449803,0.47206447444486005,874,873,873,0.0011441647597254005,0.0,2.533791523482245,2.0,-1.8991981672394043,6.731958762886598,6.0,2.4982817869415808,7.822451317296678,0.8570280202113,0.24439494862473998
high/IMG_6474-_jpg,IMG_6474-_jpg,high,0.8371764635190554,0.3862263870295999,896,883,883,0.014508928571428572,0.0,3.9218573046432614,3.0,-2.667044167610419,8.266138165345414,7.0,5.661381653454134,10.835787089467724,0.8750348940921748,0.27239083940114867
high/IMG_6703_jpg,IMG_6703_jpg,high,0.8601605737002105,0.4847605224963715,1008,1008,1008,0.0,0.0,3.2003968253968256,2.0,0.16666666666666666,5.765873015873016,5.0,2.628968253968254,6.849206349206349,0.8611006542065583,0.3647650088323838
high/IMG_6764_jpg,IMG_6764_jpg,high,0.8491042174973858,0.4662305032463494,1046,1010,1001,0.043021032504780114,0.00891089108910891,2.854145854145854,3.0,0.916083916083916,7.311688311688312,6.0,0.43456543456543456,7.316683316683316,0.8109583977417837,0.18187530545276828
high/IMG_6773_jpg,IMG_6773_jpg,high,0.7315347345672557,0.4688384054864981,801,737,724,0.09612983770287141,0.017639077340569877,2.6201657458563536,2.0,2.388121546961326,6.671270718232044,4.0,3.6767955801104972,5.943370165745856,0.8376396103172303,0.20470371224348627
high/IMG_6806_jpg,IMG_6806_jpg,high,0.9142833434751342,0.5811216825237857,931,939,931,0.0,0.008519701810436636,1.0719656283566057,1.0,0.569280343716434,5.455424274973147,4.0,-1.7497314715359829,5.560687432867884,0.8979746012316873,0.4494240263302249
high/IMG_6847_jpg,IMG_6847_jpg,high,0.8465622892240575,0.4205035868415788,991,1000,991,0.0,0.009,3.6185671039354186,3.0,-1.0554994954591321,7.146316851664984,5.0,0.4298688193743693,7.596367305751766,0.8039409951563188,0.3334173740090204
high/IMG_6849-_jpg,IMG_6849-_jpg,high,0.883600840093258,0.5364913135249229,811,801,798,0.016029593094944512,0.003745318352059925,1.9799498746867168,2.0,-1.6666666666666667,5.487468671679198,5.0,1.6604010025062657,5.773182957393484,0.7108811007589313,0.2801134294188043
high/IMG_6868-_jpg,IMG_6868-_jpg,high,0.8664502248160888,0.4336122733612273,946,942,942,0.004228329809725159,0.0,3.2717622080679405,3.0,0.5010615711252654,7.709129511677283,6.0,-0.1337579617834395,8.424628450106157,0.8995445301601708,0.4145190835863592
high/IMG_6918_jpg,IMG_6918_jpg,high,0.9106368188664187,0.5350739226171752,911,920,911,0.0,0.009782608695652175,1.9758507135016465,1.0,1.7102085620197585,5.5905598243688255,5.0,0.3413830954994512,6.192096597145993,0.9293913840636859,0.47318873525714744
high/IMG_6931_jpg,IMG_6931_jpg,high,0.8941789387194929,0.41696723000824404,1014,995,995,0.01873767258382643,0.0,4.1447236180904525,3.0,0.8402010050251256,7.618090452261306,5.0,2.285427135678392,9.823115577889448,0.8461191247178883,0.34801741708356493
high/IMG_7289_jpg,IMG_7289_jpg,high,0.8702772731753341,0.3333457249070632,746,741,741,0.006702412868632708,0.0,7.395411605937921,7.0,-4.232118758434548,4.958164642375169,4.0,0.24561403508771928,10.03238866396761,0.7991216216216216,0.27889505316689783
high/IMG_7309_jpg,IMG_7309_jpg,high,0.846712098415789,0.46541932226919924,937,931,931,0.0064034151547491995,0.0,3.460794844253491,3.0,-1.9871106337271751,5.601503759398496,4.0,-1.406015037593985,7.232008592910849,0.8728769096239906,0.4082651034349111
high/IMG_7323_jpg,IMG_7323_jpg,high,0.856922647305222,0.3825870267246421,978,983,971,0.007157464212678937,0.012207527975584944,4.306900102986612,3.0,-0.4407826982492276,8.016477857878476,5.0,4.111225540679712,9.897013388259527,0.8959244089379131,0.45207745904504465
high/IMG_7337_jpg,IMG_7337_jpg,high,0.7872593724027943,0.4746333662254585,916,942,910,0.006550218340611353,0.03397027600849257,2.89010989010989,2.0,-2.8065934065934064,6.405494505494506,5.0,3.4450549450549453,8.053846153846154,0.87008811348343,0.2901348180186813
high/IMG_7352_jpg,IMG_7352_jpg,high,0.7016302810003701,0.3253850757551895,849,841,837,0.014134275618374558,0.0047562425683709865,5.909199522102748,5.0,-5.906810035842294,10.314217443249701,6.0,8.00358422939068,14.751493428912784,0.877814764049344,0.32550617933210624
high/IMG_7375_jpg,IMG_7375_jpg,high,0.7969763346647769,0.43242127983748097,968,902,902,0.06818181818181818,0.0,2.502217294900222,2.0,-1.329268292682927,7.054323725055433,6.0,4.426829268292683,8.35920177383592,0.8227967396841569,0.391485067634127
high/IMG_8568_jpg,IMG_8568_jpg,high,0.8711425958773563,0.3736140633078647,907,931,907,0.0,0.02577873254564984,4.583241455347299,4.0,-1.0352811466372658,7.337375964718853,6.0,4.543550165380375,8.231532524807056,0.8779874667725135,0.4749610938194753
high/IMG_8649_jpg,IMG_8649_jpg,high,0.8377304636272468,0.4070042415825232,803,745,745,0.0722291407222914,0.0,5.051006711409396,4.0,-3.7463087248322147,4.660402684563758,4.0,-0.010738255033557046,6.31006711409396,0.855515219774142,0.35560609625388856
high/gummy19_JPG,gummy19_JPG,high,0.7528591102329202,0.37270717327219127,699,644,628,0.10157367668097282,0.024844720496894408,4.310509554140127,4.0,-2.667197452229299,8.085987261146498,6.0,2.5859872611464967,11.211783439490446,0.8160934659906247,0.35256441838695374
high/IMG_2848_jpg,IMG_2848_jpg,high,0.7430152260680422,0.3451382113821138,899,792,792,0.11902113459399333,0.0,4.430555555555555,4.0,-2.8143939393939394,7.98989898989899,6.0,-2.3106060606060606,6.960858585858586,0.8273248705408516,0.278828110339651
high/IMG_2855_jpg,IMG_2855_jpg,high,0.8674118564529149,0.44774676815271236,994,973,973,0.02112676056338028,0.0,3.011305241521069,3.0,0.28365878725590954,6.618705035971223,5.0,-2.343268242548818,7.5272353545734845,0.8773004585128017,0.5356461786709696
high/IMG_2862_jpg,IMG_2862_jpg,high,0.8299678489280858,0.33898888300688196,991,929,929,0.06256306760847628,0.0,4.504843918191604,5.0,1.4994617868675997,8.666307857911733,7.0,-0.13670613562970937,10.678148546824543,0.8561426974158559,0.4185952296551375
high/IMG_2910_jpg,IMG_2910_jpg,high,0.8420909256008233,0.41097049388373813,894,846,846,0.053691275167785234,0.0,2.5886524822695036,2.0,0.13002364066193853,8.20094562647754,6.0,-6.2293144208037825,8.635933806146571,0.8596656393384138,0.3488436400201106
high/IMG_2947_jpg,IMG_2947_jpg,high,0.862871545675424,0.38767855717819805,1036,1002,1002,0.032818532818532815,0.0,3.500998003992016,3.0,2.1816367265469063,7.8532934131736525,7.0,-1.2425149700598803,8.098802395209582,0.7399034220601475,0.19193541569804304
high/IMG_3785-_jpg,IMG_3785-_jpg,high,0.795937567475863,0.3874881679717752,1004,919,919,0.0846613545816733,0.0,3.7682263329706203,2.0,3.1131664853101197,7.714907508161045,6.0,-5.804134929270947,10.351468988030469,0.886469751317556,0.4465429421554289
high/IMG_6519-_jpg,IMG_6519-_jpg,high,0.8839377893229426,0.2920181519530054,821,807,807,0.01705237515225335,0.0,5.72366790582404,5.0,-5.086741016109046,11.169764560099132,11.0,8.688971499380422,16.172242874845104,0.820627080425212,0.19312386247724955
high/IMG_6551-_jpg,IMG_6551-_jpg,high,0.9291964938958784,0.43789102658246437,963,975,963,0.0,0.012307692307692308,2.4080996884735204,1.0,1.695742471443406,7.522326064382139,7.0,2.087227414330218,8.553478712357217,0.7977835440287346,0.3590141890012056
high/IMG_6573-_jpg,IMG_6573-_jpg,high,0.7985336764285422,0.39463649434268927,896,865,855,0.04575892857142857,0.011560693641618497,4.823391812865497,4.0,4.030409356725146,5.932163742690059,5.0,-1.7169590643274855,7.852631578947369,0.9134701504915024,0.37100726154942754
high/IMG_6803_jpg,IMG_6803_jpg,high,0.8076387258354857,0.44591401715547796,1098,1098,1085,0.011839708561020037,0.011839708561020037,2.1493087557603685,2.0,-0.25069124423963135,8.870046082949308,7.0,4.811059907834101,9.231336405529953,0.8523054704037494,0.32201531222585533
high/IMG_6842_jpg,IMG_6842_jpg,high,0.8105340874265177,0.3299457123009237,921,938,921,0.0,0.01812366737739872,5.88599348534202,6.0,-1.762214983713355,8.315960912052118,6.0,3.019543973941368,9.537459283387623,0.8586575491260986,0.37415881561238223
high/IMG_6907_jpg,IMG_6907_jpg,high,0.8475696522375158,0.3691170407021264,867,850,850,0.0196078431372549,0.0,5.665882352941177,5.0,-5.105882352941176,7.698823529411765,5.0,1.8776470588235294,9.910588235294117,0.8159991159599369,0.2781192300882717
high/IMG_6921_jpg,IMG_6921_jpg,high,0.8792580510359517,0.4441952844695028,949,884,884,0.0684931506849315,0.0,4.048642533936651,4.0,-1.4264705882352942,5.10972850678733,5.0,1.1979638009049773,7.178733031674208,0.8810703666997026,0.4365795606684187
high/IMG_6942_jpg,IMG_6942_jpg,high,0.9082685528865233,0.5173243353016528,924,915,915,0.00974025974025974,0.0,3.0437158469945356,3.0,1.1398907103825138,5.47103825136612,4.0,-0.7562841530054645,6.2918032786885245,0.8563420913290365,0.33215593929879644
high/IMG_7024_jpg,IMG_7024_jpg,high,0.8255208333333334,0.5145079559758577,889,859,859,0.03374578177727784,0.0,2.2153667054714785,2.0,-2.0430733410942956,6.336437718277066,5.0,-1.1373690337601863,6.984866123399302,0.8418692836956392,0.44658264663111974
high/IMG_7278_jpg,IMG_7278_jpg,high,0.8676835352815395,0.44649837873874965,938,918,918,0.021321961620469083,0.0,4.269063180827887,4.0,-2.179738562091503,5.1230936819172115,4.0,0.8289760348583878,7.762527233115469,0.7380629425453279,0.25907299170857684
high/IMG_7280_jpg,IMG_7280_jpg,high,0.6871680780823884,0.3763083697037581,821,725,716,0.1278928136419001,0.012413793103448275,5.544692737430168,5.0,-5.17877094972067,5.701117318435754,5.0,2.695530726256983,9.46368715083799,0.8576507243289305,0.23175402358206387
high/IMG_7304_jpg,IMG_7304_jpg,high,0.8736034684008671,0.3462980178126968,863,826,826,0.04287369640787949,0.0,5.473365617433414,4.0,-1.7857142857142858,7.0641646489104115,4.0,-4.190072639225182,9.108958837772397,0.8663900579163314,0.31003934688876844
high/IMG_7322_jpg,IMG_7322_jpg,high,0.7541678620381881,0.3837478879327282,881,599,598,0.32122587968217936,0.001669449081803005,3.1956521739130435,2.0,0.2157190635451505,7.006688963210703,5.0,1.9063545150501673,6.774247491638796,0.9195528120891008,0.4134597359470823
high/IMG_7350_jpg,IMG_7350_jpg,high,0.6769560140132347,0.33063809447940734,778,598,588,0.2442159383033419,0.016722408026755852,5.826530612244898,6.0,-3.6700680272108843,6.545918367346939,6.0,2.8656462585034013,8.232993197278912,0.8946780207498838,0.40626124505217703
high/IMG_7382_jpg,IMG_7382_jpg,high,0.7454554622696216,0.4104392106938256,871,870,868,0.003444316877152698,0.0022988505747126436,3.6670506912442398,4.0,3.3006912442396312,8.352534562211982,7.0,4.2373271889400925,7.309907834101383,0.8846969696969696,0.30521102982554865
high/IMG_8579_jpg,IMG_8579_jpg,high,0.8863067270629941,0.3348446153404689,943,935,932,0.01166489925768823,0.0032085561497326204,5.298283261802575,5.0,-1.4549356223175967,6.996781115879829,6.0,1.9603004291845494,7.256437768240343,0.8989028757353014,0.2940541684299619
high/IMG_8606_jpg,IMG_8606_jpg,high,0.8064089098945342,0.3272759704787175,979,928,928,0.05209397344228805,0.0,3.8717672413793105,3.0,-1.5140086206896552,14.670258620689655,11.0,5.842672413793103,16.514008620689655,0.8283766635212964,0.24545356020374987
high/IMG_8609_jpg,IMG_8609_jpg,high,0.9149372926157134,0.5097609672231157,1061,1081,1061,0.0,0.018501387604070305,2.9849198868991516,3.0,-2.655042412818096,4.986804901036757,4.0,-0.18378887841658811,6.2714420358152685,0.9034939360477848,0.2241034786532305
high/IMG_8611_jpg,IMG_8611_jpg,high,0.8506591472394842,0.47815782731232387,964,956,956,0.008298755186721992,0.0,3.4602510460251046,3.0,-2.3661087866108788,5.203974895397489,4.0,0.8817991631799164,6.660041841004184,0.850781184727212,0.45819372330357827
high/IMG_8633_jpg,IMG_8633_jpg,high,0.7621332602138744,0.4174571205821206,953,944,932,0.022035676810073453,0.012711864406779662,3.5912017167381975,4.0,0.6169527896995708,7.141630901287554,6.0,4.184549356223176,8.61266094420601,0.9042541168336446,0.39206584196923694
high/IMG_8648_jpg,IMG_8648_jpg,high,0.8609391327797566,0.3116875372689326,919,911,898,0.022850924918389554,0.014270032930845226,5.492204899777283,5.0,2.5879732739420938,7.2694877505567925,6.0,0.6993318485523385,10.701559020044543,0.7838128631283149,0.294677689020992
high/gg_jpg,gg_jpg,high,0.8307197310066958,0.3765877598152425,891,888,886,0.005611672278338945,0.0022522522522522522,4.77313769751693,5.0,-3.94920993227991,8.26410835214447,6.0,2.234762979683973,10.698645598194132,0.9246695512640406,0.3952618786891376
high/gummy15_JPG,gummy15_JPG,high,0.8415007742266088,0.3421729229413061,1006,999,999,0.006958250497017893,0.0,5.011011011011011,5.0,0.7267267267267268,9.196196196196196,8.0,0.09309309309309309,9.616616616616616,0.8643635915846508,0.36546856620049667
