uid,e_total,e_seg,e_meas,gingiva_mask_iou,gingiva_boundary_iou,gingiva_top_edge_bias_px,gingiva_bottom_edge_bias_px,gingiva_thickness_mae_px,gingiva_columns_missed_frac,gingiva_columns_spurious_frac
high/IMG_2773_jpg,0.6067908468014869,-0.04453099951312778,0.6513218463146146,0.8689544405736778,0.42269876906402415,-2.436605316973415,-0.9723926380368099,9.478527607361963,0.006097560975609756,0.0030581039755351682
high/IMG_8609_jpg,0.6810981700727936,0.20781133106126326,0.47328683901153035,0.9149388872225555,0.509788697243636,-2.655042412818096,-0.1875589066918002,6.2714420358152685,0.0,0.018501387604070305
high/IMG_7314_jpg,-0.107769370984788,0.3463522184354386,-0.4541215894202266,0.8386227284583949,0.3790258116087775,-6.306862745098039,2.1176470588235294,9.85,0.013539651837524178,0.0
high/IMG_6545-_jpg,0.20339052499079724,0.1781239980525111,0.025266526938286127,0.830098702450926,0.3981817064930278,-2.0377358490566038,4.774764150943396,10.288915094339623,0.0,0.030857142857142857
high/IMG_7036_jpg,-0.4378137297977691,0.6927044368708763,-1.1305181666686455,0.8775470323852836,0.3427165404523318,-3.1900739176346358,5.681098204857444,12.66209081309398,0.007337526205450734,0.009414225941422594
high/IMG_2736-_jpg,0.37259086303056255,-0.7471312140535868,1.1197220770841494,0.7673909763090387,0.27439459197353033,9.085280373831775,-3.30607476635514,14.272196261682243,0.0228310502283105,0.020594965675057208
high/IMG_2947_jpg,0.4666057403427111,-0.23749866407001408,0.7041044044127251,0.8630888179929381,0.38798264988424386,2.1816367265469063,-1.2624750499001995,8.078842315369261,0.032818532818532815,0.0
high/IMG_2821_jpg,1.126314721354694,0.08411411019146353,1.0422006111632305,0.8634182802541337,0.29605584003901486,5.2441471571906355,1.5373467112597548,11.002229654403568,0.015367727771679473,0.0
high/IMG_7278_jpg,-0.04341403537938371,0.16822822038292795,-0.21164225576231166,0.867671166483728,0.44645454545454544,-2.179738562091503,0.8278867102396514,7.761437908496732,0.021321961620469083,0.0
high/IMG_3785-_jpg,0.45245519587702354,-0.40572688445294114,0.8581820803299647,0.7958761932668137,0.3873687833419377,3.1131664853101197,-5.808487486398259,10.35582154515778,0.0846613545816733,0.0
high/IMG_7352_jpg,-0.6466589143144401,0.6580692150273322,-1.3047281293417723,0.7016474787264141,0.32546932090210406,-5.906810035842294,7.992831541218638,14.750298685782557,0.014134275618374558,0.0047562425683709865
high/IMG_6748_jpg,0.5774861953901511,0.12369722086979928,0.45378897452035183,0.8693384805540035,0.5240672354514199,-1.5492063492063493,0.6148148148148148,6.098412698412698,0.012539184952978056,0.006309148264984227
